category,lawName,ENG,KOR
노동,임금채권보장법,"1. Deleted; <Jan. 20, 2015>",1. 삭제 <2015. 1. 20.>
노동,임금채권보장법,"(3) Deleted. <Feb. 1, 2012>",③ 삭제 <2012. 2. 1.>
노동,임금채권보장법,"(4) Deleted. <Feb. 1, 2012>",④ 삭제 <2012. 2. 1.>
노동,임금채권보장법,"(5) Deleted. <Feb. 1, 2012>",⑤ 삭제 <2012. 2. 1.>
노동,임금채권보장법,(3) Omitted.,③ 생략
노동,임금채권보장법 시행령,"(1) Deleted. <Sep. 24, 2014>",① 삭제 <2014. 9. 24.>
노동,임금채권보장법 시행령,"(1) Deleted. <Sep. 24, 2014>",① 삭제 <2014. 9. 24.>
노동,임금채권보장법 시행령,"[This Article Newly Inserted on Jun. 1, 2021]",[본조신설 2021. 6. 1.]
노동,임금채권보장법 시행령,"[This Article Newly Inserted on Jan. 6, 2012]",[본조신설 2012. 1. 6.]
노동,장애인고용촉진 및 직업재활법,"(3) Deleted. <Nov. 28, 2017>",③ 삭제 <2017. 11. 28.>
노동,장애인고용촉진 및 직업재활법,"(4) Deleted. <Nov. 28, 2017>",④ 삭제 <2017. 11. 28.>
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Nov. 28, 2017]",[본조신설 2017. 11. 28.]
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Nov. 28, 2017]",[본조신설 2017. 11. 28.]
노동,장애인고용촉진 및 직업재활법,"(4) Deleted. <Oct. 9, 2009>",④ 삭제 <2009. 10. 9.>
노동,장애인고용촉진 및 직업재활법,"(5) Deleted. <Oct. 9, 2009>",⑤ 삭제 <2009. 10. 9.>
노동,장애인고용촉진 및 직업재활법,"(6) Deleted. <Oct. 9, 2009>",⑥ 삭제 <2009. 10. 9.>
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Mar. 9, 2011]",[본조신설 2011. 3. 9.]
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Jul. 20, 2021]",[본조신설 2021. 7. 20.]
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Dec. 18, 2012]",[본조신설 2012. 12. 18.]
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Dec. 18, 2012]",[본조신설 2012. 12. 18.]
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Dec. 18, 2012]",[본조신설 2012. 12. 18.]
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Apr. 18, 2017]",[본조신설 2017. 4. 18.]
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Apr. 18, 2017]",[본조신설 2017. 4. 18.]
노동,장애인고용촉진 및 직업재활법,"3. From 2024: 38/1,000.",3. 2024년 이후: 1천분의 38
노동,장애인고용촉진 및 직업재활법,"3. From 2024: 38/1,000.",3. 2024년 이후: 1천분의 38
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Oct. 9, 2009]",[본조신설 2009. 10. 9.]
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Dec. 27, 2016]",[본조신설 2016. 12. 27.]
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Dec. 27, 2016]",[본조신설 2016. 12. 27.]
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Oct. 16, 2018]",[본조신설 2018. 10. 16.]
노동,장애인고용촉진 및 직업재활법,1. Objectives;,1. 목적
노동,장애인고용촉진 및 직업재활법,2. Name;,2. 명칭
노동,장애인고용촉진 및 직업재활법,11. Dissolution.,11. 해산
노동,장애인고용촉진 및 직업재활법,"(4) Deleted. <Oct. 9, 2009>",④ 삭제 <2009. 10. 9.>
노동,장애인고용촉진 및 직업재활법,"(5) Deleted. <Oct. 9, 2009>",⑤ 삭제 <2009. 10. 9.>
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Jul. 25, 2011]",[본조신설 2011. 7. 25.]
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Dec. 27, 2007]",[본조신설 2007. 12. 27.]
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Dec. 27, 2016]",[본조신설 2016. 12. 27.]
노동,장애인고용촉진 및 직업재활법,"3. From 2024: 38/1,000.",3. 2024년 이후: 1천분의 38
노동,장애인고용촉진 및 직업재활법,"[This Article Newly Inserted on Dec. 27, 2007]",[본조신설 2007. 12. 27.]
노동,장애인고용촉진 및 직업재활법,"(6) Deleted. <Oct. 9, 2009>",⑥ 삭제 <2009. 10. 9.>
노동,장애인고용촉진 및 직업재활법,"(7) Deleted. <Oct. 9, 2009>",⑦ 삭제 <2009. 10. 9.>
노동,장애인고용촉진 및 직업재활법,(2) Omitted.,② 생략
노동,장애인고용촉진 및 직업재활법 시행령,"2. Deleted; <Jun. 25, 2019>",2. 삭제 <2019. 6. 25.>
노동,장애인고용촉진 및 직업재활법 시행령,"[This Article Newly Inserted on May 28, 2018]",[본조신설 2018. 5. 28.]
노동,장애인고용촉진 및 직업재활법 시행령,"[This Article Newly Inserted on Mar. 15, 2011]",[본조신설 2011. 3. 15.]
노동,장애인고용촉진 및 직업재활법 시행령,"5. Deleted. <Oct. 26, 2011>",5. 삭제 <2011. 10. 26.>
노동,장애인고용촉진 및 직업재활법 시행령,"[This Article Newly Inserted on Jan. 3, 2008]",[본조신설 2008. 1. 3.]
노동,장애인고용촉진 및 직업재활법 시행령,"[This Article Newly Inserted on Jun. 17, 2013]",[본조신설 2013. 6. 17.]
노동,장애인고용촉진 및 직업재활법 시행령,"[This Article Newly Inserted on Jun. 17, 2013]",[본조신설 2013. 6. 17.]
노동,장애인고용촉진 및 직업재활법 시행령,"[This Article Newly Inserted on Oct. 17, 2017]",[본조신설 2017. 10. 17.]
노동,장애인고용촉진 및 직업재활법 시행령,"[This Article Newly Inserted on Oct. 17, 2017]",[본조신설 2017. 10. 17.]
노동,장애인고용촉진 및 직업재활법 시행령,"[This Article Newly Inserted on Oct. 17, 2017]",[본조신설 2017. 10. 17.]
노동,장애인고용촉진 및 직업재활법 시행령,"[This Article Newly Inserted on Oct. 17, 2017]",[본조신설 2017. 10. 17.]
노동,장애인고용촉진 및 직업재활법 시행령,3. From the year 2019 and onwards: 31/1000.,3. 2019년 이후: 1000분의 31
노동,장애인고용촉진 및 직업재활법 시행령,"[This Article Newly Inserted on Dec. 31, 2009]",[본조신설 2009. 12. 31.]
노동,장애인고용촉진 및 직업재활법 시행령,"[This Article Newly Inserted on Dec. 1, 2020]",[본조신설 2020. 12. 1.]
노동,장애인고용촉진 및 직업재활법 시행령,"[This Article Newly Inserted on Jun. 27, 2017]",[본조신설 2017. 6. 27.]
노동,장애인고용촉진 및 직업재활법 시행령,1. The defaulter;,1. 체납자
노동,장애인고용촉진 및 직업재활법 시행령,1. Name;,1. 명칭
노동,장애인고용촉진 및 직업재활법 시행령,2. Location;,2. 소재지
노동,장애인고용촉진 및 직업재활법 시행령,1. Purpose;,1. 목적
노동,장애인고용촉진 및 직업재활법 시행령,2. Name;,2. 명칭
노동,장애인고용촉진 및 직업재활법 시행령,"[This Article Newly Inserted on Jun. 27, 2017]",[본조신설 2017. 6. 27.]
노동,장애인고용촉진 및 직업재활법 시행령,"[This Article Newly Inserted on Jun. 17, 2013]",[본조신설 2013. 6. 17.]
노동,장애인고용촉진 및 직업재활법 시행령,"[This Article Newly Inserted on Jan. 6, 2012]",[본조신설 2012. 1. 6.]
노동,직업안정법,(2) Omitted.,② 생략
노동,직업안정법 시행령,"[This Article Newly Inserted by Presidential Decree No. 14978, Apr. 12, 1996]",[본조신설 1996. 4. 12.]
노동,직업안정법 시행령,"[This Article Newly Inserted by Presidential Decree No. 18239, Jan. 20, 2004]",[본조신설 2004. 1. 20.]
노동,직업안정법 시행령,"[This Article Newly Inserted by Presidential Decree No. 21961, Dec. 31, 2009]",[본조신설 2009. 12. 31.]
노동,직업안정법 시행령,"(1) Deleted. <by Presidential Decree No. 21961, Dec. 31, 2009>",① 삭제 <2009. 12. 31.>
노동,직업안정법 시행령,"2. Deleted; <by Presidential Decree No. 15782, Apr. 27, 1998>",2. 삭제 <1998. 4. 27.>
노동,직업안정법 시행령,"5. Deleted; <by Presidential Decree No. 16370, May 27, 1999>",5. 삭제 <1999. 5. 27.>
노동,직업안정법 시행령,"[This Article Newly Inserted by Act No. 29234, Oct. 16, 2018]",[본조신설 2018. 10. 16.]
노동,직업안정법 시행령,"(2) Deleted. <by Presidential Decree No. 15782, Apr. 27, 1998>",② 삭제 <1998. 4. 27.>
노동,직업안정법 시행령,"(4) Deleted. <by Presidential Decree No. 21961, Dec. 31, 2009>",④ 삭제 <2009. 12. 31.>
노동,직업안정법 시행령,"(5) Deleted. <by Presidential Decree No. 14978, Apr. 12, 1996>",⑤ 삭제 <1996. 4. 12.>
노동,직업안정법 시행령,"(6) Deleted. <by Presidential Decree No. 20184, Jul. 23, 2007>",⑥ 삭제 <2007. 7. 23.>
노동,직업안정법 시행령,"(7) Deleted. <by Presidential Decree No. 21961, Dec. 31, 2009>",⑦ 삭제 <2009. 12. 31.>
노동,직업안정법 시행령,"[This Article Newly Inserted by Presidential Decree No. 14978, Apr. 12, 1996]",[본조신설 1996. 4. 12.]
노동,직업안정법 시행령,"9. Deleted; <by Presidential Decree No. 14978, Apr. 12, 1996>",9. 삭제 <1996. 4. 12.>
노동,직업안정법 시행령,"[This Article Newly Inserted by Presidential Decree No. 19602, Jun. 30, 2006]",[본조신설 2006. 6. 30.]
노동,직업안정법 시행령,"[This Article Newly Inserted by Presidential Decree No. 19602, Jun. 30, 2006]",[본조신설 2006. 6. 30.]
노동,직업안정법 시행령,"[This Article Newly Inserted by Presidential Decree No. 23488, Jan. 6, 2012]",[본조신설 2012. 1. 6.]
노동,직업안정법 시행령,"[This Article Newly Inserted by Presidential Decree No. 25840, Dec. 9, 2014]",[본조신설 2014. 12. 9.]
노동,직업안정법 시행령,(3) Omitted.,③ 생략
노동,진폐의 예방과 진폐근로자의 보호 등에 관한 법률,"(2) Deleted. <by Act No. 9435, Feb. 6, 2009>",② 삭제 <2009. 2. 6.>
노동,진폐의 예방과 진폐근로자의 보호 등에 관한 법률,"[This Article Newly Inserted by Act No. 8961, Mar. 21, 2008]",[본조신설 2008. 3. 21.]
노동,진폐의 예방과 진폐근로자의 보호 등에 관한 법률,"(2) Deleted. <by Act No. 13911, Jan. 27, 2016>",② 삭제 <2016. 1. 27.>
노동,진폐의 예방과 진폐근로자의 보호 등에 관한 법률,"3. Deleted. <by Act No. 10304, May 20, 2010>",3. 삭제 <2010. 5. 20.>
노동,진폐의 예방과 진폐근로자의 보호 등에 관한 법률,"(5) Deleted. <by Act No. 10304, May 20, 2010>",⑤ 삭제 <2010. 5. 20.>
노동,진폐의 예방과 진폐근로자의 보호 등에 관한 법률,"[This Article Newly Inserted by Act No. 13911, Jan. 27, 2016]",[본조신설 2016. 1. 27.]
노동,진폐의 예방과 진폐근로자의 보호 등에 관한 법률,"[This Article Newly Inserted by Act No. 13911, Jan. 27, 2016]",[본조신설 2016. 1. 27.]
노동,진폐의 예방과 진폐근로자의 보호 등에 관한 법률,"(3) Deleted. <by Act No. 10304, May 20, 2010>",③ 삭제 <2010. 5. 20.>
노동,진폐의 예방과 진폐근로자의 보호 등에 관한 법률,"[This Article Newly Inserted by Act No. 8961, Mar. 21, 2008]",[본조신설 2008. 3. 21.]
노동,진폐의 예방과 진폐근로자의 보호 등에 관한 법률,"[This Article Newly Inserted by Act No. 8961, Mar. 21, 2008]",[본조신설 2008. 3. 21.]
노동,진폐의 예방과 진폐근로자의 보호 등에 관한 법률,"[This Article Newly Inserted by Act No. 13911, Jan. 27, 2016]",[본조신설 2016. 1. 27.]
노동,진폐의 예방과 진폐근로자의 보호 등에 관한 법률,"1. Deleted; <by Act No. 13911, Jan. 27, 2016>",1. 삭제 <2016. 1. 27.>
노동,진폐의 예방과 진폐근로자의 보호 등에 관한 법률,"1. Deleted; <by Act No. 13911, Jan. 27, 2016>",1. 삭제 <2016. 1. 27.>
노동,진폐의 예방과 진폐근로자의 보호 등에 관한 법률,"(1) Deleted. <by Act No. 13911, Jan. 27, 2016>",① 삭제 <2016. 1. 27.>
노동,최저임금법,"[This Article Newly Inserted by Act No. 15666, Jun. 12, 2018]",[본조신설 2018. 6. 12.]
노동,최저임금법,(2) Omitted.,② 생략
노동,최저임금법 시행령,"[This Article Newly Inserted by Presidential Decree No. 26844, Dec. 31, 2015]",[본조신설 2015. 12. 31.]
노동,최저임금법 시행령,"[This Article Newly Inserted by Presidential Decree No. 23488, Jan. 6, 2012]",[본조신설 2012. 1. 6.]
노동,최저임금법 시행령,(2) Omitted.,② 생략
노동,최저임금법 시행령,(2) Omitted.,② 생략
노동,파견근로자 보호 등에 관한 법률,"[This Article Newly Inserted on Mar. 18, 2014]",[본조신설 2014. 3. 18.]
노동,파견근로자 보호 등에 관한 법률,"(7) Deleted. <May 21, 2009>",⑦ 삭제 <2009. 5. 21.>
노동,파견근로자 보호 등에 관한 법률,"(8) Deleted. <May 21, 2009>",⑧ 삭제 <2009. 5. 21.>
노동,파견근로자 보호 등에 관한 법률,(2) Omitted.,② 생략
노동,파견근로자 보호 등에 관한 법률,(2) Omitted.,② 생략
노동,파견근로자 보호 등에 관한 법률 시행령,"[This Article Newly Inserted by Presidential Decree No. 20094, Jun. 18, 2007]",[본조신설 2007. 6. 18.]
노동,파견근로자 보호 등에 관한 법률 시행령,"[This Article Newly Inserted by Presidential Decree No. 20094, Jun. 18, 2007]",[본조신설 2007. 6. 18.]
노동,파견근로자 보호 등에 관한 법률 시행령,"[This Article Newly Inserted by Presidential Decree No. 23488, Jan. 6, 2012]",[본조신설 2012. 1. 6.]
육운·항공·관광,공항소음 방지 및 소음대책지역 지원에 관한 법률 시행령,"[This Article Newly Inserted on Jun. 14, 2016]",[본조신설 2016. 6. 14.]
육운·항공·관광,공항소음 방지 및 소음대책지역 지원에 관한 법률 시행령,"[This Article Newly Inserted on Jun. 14, 2016]",[본조신설 2016. 6. 14.]
육운·항공·관광,공항소음 방지 및 소음대책지역 지원에 관한 법률 시행령,"[This Article Newly Inserted on Mar. 27, 2017]",[본조신설 2017. 3. 27.]
육운·항공·관광,관광진흥법,"(2) Deleted. <Mar. 25, 2009>",② 삭제 <2009. 3. 25.>
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Dec. 22, 2020]",[본조신설 2020. 12. 22.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Mar. 25, 2009]",[본조신설 2009. 3. 25.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Dec. 3, 2019]",[본조신설 2019. 12. 3.]
육운·항공·관광,관광진흥법,"6. Deleted; <Dec. 22, 2015>",6. 삭제 <2015. 12. 22.>
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Dec. 22, 2015]",[본조신설 2015. 12. 22.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Feb. 3, 2015]",[본조신설 2015. 2. 3.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Feb. 3, 2016]",[본조신설 2016. 2. 3.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on May 18, 2015]",[본조신설 2015. 5. 18.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Dec. 22, 2020]",[본조신설 2020. 12. 22.]
육운·항공·관광,관광진흥법,"17. Deleted; <Apr. 5, 2011>",17. 삭제 <2011. 4. 5.>
육운·항공·관광,관광진흥법,"4. Deleted; <Jul. 19, 2007>",4. 삭제 <2007. 7. 19.>
육운·항공·관광,관광진흥법,1. Purpose of business;,1. 목적
육운·항공·관광,관광진흥법,2. Name;,2. 명칭
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Mar. 25, 2009]",[본조신설 2009. 3. 25.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on May 28, 2014]",[본조신설 2014. 5. 28.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on May 28, 2014]",[본조신설 2014. 5. 28.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on May 28, 2014]",[본조신설 2014. 5. 28.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Dec. 11, 2018]",[본조신설 2018. 12. 11.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Dec. 24, 2018]",[본조신설 2018. 12. 24.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Jun. 15, 2021]",[본조신설 2021. 6. 15.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Mar. 25, 2009]",[본조신설 2009. 3. 25.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Mar. 25, 2009]",[본조신설 2009. 3. 25.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Apr. 5, 2011]",[본조신설 2011. 4. 5.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Apr. 5, 2011]",[본조신설 2011. 4. 5.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Apr. 5, 2011]",[본조신설 2011. 4. 5.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on May 18, 2015]",[본조신설 2015. 5. 18.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Mar. 13, 2018]",[본조신설 2018. 3. 13.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Mar. 13, 2018]",[본조신설 2018. 3. 13.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Jun. 9, 2020]",[본조신설 2020. 6. 9.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Mar. 25, 2009]",[본조신설 2009. 3. 25.]
육운·항공·관광,관광진흥법,"5. Deleted; <Apr. 15, 2010>",5. 삭제 <2010. 4. 15.>
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Mar. 25, 2009]",[본조신설 2009. 3. 25.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Mar. 25, 2009]",[본조신설 2009. 3. 25.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Dec. 3, 2019]",[본조신설 2019. 12. 3.]
육운·항공·관광,관광진흥법,"[This Article Newly Inserted on Aug. 10, 2021]",[본조신설 2021. 8. 10.]
육운·항공·관광,관광진흥법,"15. Deleted; <Dec. 11, 2018>",15. 삭제 <2018. 12. 11.>
육운·항공·관광,관광진흥법,"1. Deleted; <Apr. 5, 2011>",1. 삭제 <2011. 4. 5.>
육운·항공·관광,관광진흥법,"3. Deleted; <Apr. 5, 2011>",3. 삭제 <2011. 4. 5.>
육운·항공·관광,관광진흥법,"5. Deleted; <Dec. 11, 2018>",5. 삭제 <2018. 12. 11.>
육운·항공·관광,관광진흥법,"(4) Deleted. <Mar. 25, 2009>",④ 삭제 <2009. 3. 25.>
육운·항공·관광,관광진흥법,"(5) Deleted. <Mar. 25, 2009>",⑤ 삭제 <2009. 3. 25.>
육운·항공·관광,관광진흥법,(3) Omitted.,③ 생략
육운·항공·관광,관광진흥법 시행령,"4. Deleted; <Jul. 16, 2014>",4. 삭제 <2014. 7. 16.>
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Oct. 7, 2009]",[본조신설 2009. 10. 7.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Oct. 7, 2009]",[본조신설 2009. 10. 7.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Mar. 22, 2016]",[본조신설 2016. 3. 22.]
육운·항공·관광,관광진흥법 시행령,1. Seoul Special Metropolitan City;,1. 서울특별시
육운·항공·관광,관광진흥법 시행령,2. Gyeonggi-do.,2. 경기도
육운·항공·관광,관광진흥법 시행령,"(2) Deleted. <Apr. 9, 2019>",② 삭제 <2019. 4. 9.>
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Mar. 22, 2016]",[본조신설 2016. 3. 22.]
육운·항공·관광,관광진흥법 시행령,1. Seoul Special Metropolitan City;,1. 서울특별시
육운·항공·관광,관광진흥법 시행령,2. Gyeonggi-do.,2. 경기도
육운·항공·관광,관광진흥법 시행령,"(3) Deleted. <Sep. 11, 2014>",③ 삭제 <2014. 9. 11.>
육운·항공·관광,관광진흥법 시행령,"3. Deleted. <Aug. 26, 2008>",3. 삭제 <2008. 8. 26.>
육운·항공·관광,관광진흥법 시행령,"4. Deleted; <Nov. 18, 2015>",4. 삭제 <2015. 11. 18.>
육운·항공·관광,관광진흥법 시행령,"(4) Deleted. <Aug. 2, 2016>",④ 삭제 <2016. 8. 2.>
육운·항공·관광,관광진흥법 시행령,"3. Deleted; <Feb. 24, 2010>",3. 삭제 <2010. 2. 24.>
육운·항공·관광,관광진흥법 시행령,"4. Deleted. <Feb. 24, 2010>",4. 삭제 <2010. 2. 24.>
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Nov. 18, 2015]",[본조신설 2015. 11. 18.]
육운·항공·관광,관광진흥법 시행령,"(5) Deleted. <Sep. 24, 2021>",⑤ 삭제 <2021. 9. 24.>
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Oct. 7, 2009]",[본조신설 2009. 10. 7.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Nov. 28, 2014]",[본조신설 2014. 11. 28.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Nov. 28, 2014]",[본조신설 2014. 11. 28.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Nov. 28, 2014]",[본조신설 2014. 11. 28.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Nov. 28, 2014]",[본조신설 2014. 11. 28.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Oct. 7, 2009]",[본조신설 2009. 10. 7.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Oct. 7, 2009]",[본조신설 2009. 10. 7.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Jun. 2, 2020]",[본조신설 2020. 6. 2.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Jun. 5, 2018]",[본조신설 2018. 6. 5.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Jun. 5, 2018]",[본조신설 2018. 6. 5.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Jun. 5, 2018]",[본조신설 2018. 6. 5.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Jun. 5, 2018]",[본조신설 2018. 6. 5.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Dec. 8, 2020]",[본조신설 2020. 12. 8.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Dec. 8, 2020]",[본조신설 2020. 12. 8.]
육운·항공·관광,관광진흥법 시행령,3. An aerial view;,3. 조감도
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Jun. 2, 2020]",[본조신설 2020. 6. 2.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Jun. 11, 2019]",[본조신설 2019. 6. 11.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Oct. 7, 2009]",[본조신설 2009. 10. 7.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Oct. 7, 2009]",[본조신설 2009. 10. 7.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Jun. 2, 2020]",[본조신설 2020. 6. 2.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Jun. 2, 2020]",[본조신설 2020. 6. 2.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Oct. 6, 2011]",[본조신설 2011. 10. 6.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Aug. 6, 2014]",[본조신설 2014. 8. 6.]
육운·항공·관광,관광진흥법 시행령,"[This Article Newly Inserted on Jul. 7, 2009]",[본조신설 2009. 7. 7.]
육운·항공·관광,교통안전법,"[This Article Newly Inserted on May 19, 2011]",[본조신설 2011. 5. 19.]
육운·항공·관광,교통안전법,"[This Article Newly Inserted on May 19, 2011]",[본조신설 2011. 5. 19.]
육운·항공·관광,교통안전법,"4. Deleted; <Jan. 17, 2017>",4. 삭제 <2017. 1. 17.>
육운·항공·관광,교통안전법,"[This Article Newly Inserted on Jul. 27, 2021]",[본조신설 2021. 7. 27.]
육운·항공·관광,교통안전법,"[This Article Newly Inserted on Dec. 26, 2017]",[본조신설 2017. 12. 26.]
육운·항공·관광,교통안전법,"2. Deleted; <Jun. 1, 2012>",2. 삭제 <2012. 6. 1.>
육운·항공·관광,교통안전법,"[This Article Newly Inserted on Jan. 17, 2017]",[본조신설 2017. 1. 17.]
육운·항공·관광,교통안전법,"[This Article Newly Inserted on Dec. 29, 2009]",[본조신설 2009. 12. 29.]
육운·항공·관광,교통안전법,"[This Article Newly Inserted on May 19, 2011]",[본조신설 2011. 5. 19.]
육운·항공·관광,교통안전법,"[This Article Newly Inserted on Dec. 24, 2018]",[본조신설 2019. 11. 26.]
육운·항공·관광,교통안전법,"1. Deleted; <Jun. 19, 2012>",1. 삭제 <2012. 6. 1.>
육운·항공·관광,교통안전법,"(4) Deleted. <Apr. 22, 2009>",④ 삭제 <2009. 4. 22.>
육운·항공·관광,교통안전법,"(5) Deleted. <Apr. 22, 2009>",⑤ 삭제 <2009. 4. 22.>
육운·항공·관광,교통안전법,"(6) Deleted. <Apr. 22, 2009>",⑥ 삭제 <2009. 4. 22.>
육운·항공·관광,교통안전법,(2) Omitted.,② 생략
육운·항공·관광,교통약자의 이동편의 증진법,"[This Article Newly Inserted on Jun. 1, 2012]",[본조신설 2012. 6. 1.]
육운·항공·관광,교통약자의 이동편의 증진법,3. Roads.,3. 도로
육운·항공·관광,교통약자의 이동편의 증진법,"[This Article Newly Inserted on Apr. 23, 2019]",[본조신설 2019. 4. 23.]
육운·항공·관광,교통약자의 이동편의 증진법,"[This Article Newly Inserted on Jun. 12, 2018]",[본조신설 2018. 6. 12.]
육운·항공·관광,교통약자의 이동편의 증진법,"[This Article Newly Inserted on Dec. 29, 2009]",[본조신설 2009. 12. 29.]
육운·항공·관광,교통약자의 이동편의 증진법,"[This Article Newly Inserted on Dec. 29, 2009]",[본조신설 2009. 12. 29.]
육운·항공·관광,교통약자의 이동편의 증진법,"[This Article Newly Inserted on Oct. 20, 2020]",[본조신설 2020. 10. 20.]
육운·항공·관광,교통약자의 이동편의 증진법,"[This Article Newly Inserted on Oct. 20, 2020]",[본조신설 2020. 10. 20.]
육운·항공·관광,교통약자의 이동편의 증진법,"[This Article Newly Inserted on Oct. 20, 2020]",[본조신설 2020. 10. 20.]
육운·항공·관광,교통약자의 이동편의 증진법,"[This Article Newly Inserted on Oct. 20, 2020]",[본조신설 2020. 10. 20.]
육운·항공·관광,교통약자의 이동편의 증진법,"[This Article Newly Inserted on Jun. 1, 2012]",[본조신설 2012. 6. 1.]
육운·항공·관광,교통약자의 이동편의 증진법,"[This Article Newly Inserted on Jun. 1, 2012]",[본조신설 2012. 6. 1.]
육운·항공·관광,교통약자의 이동편의 증진법,(2) Omitted.,② 생략
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"(4) Deleted. <Jul. 24, 2015>",④ 삭제 <2015. 7. 24.>
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
